GPS week,GPS second,solution status,latitude (deg),longitude (deg),height (m),approx-address
2235,591055,SOL_COMPUTED,51.56994657,0.126939983,28.6341,"4 Birchdale Gardens, Romford RM6 4DT, UK"
2235,591056,SOL_COMPUTED,51.57000596,0.127186506,28.2768,"4 Birchdale Gardens, Romford RM6 4DT, UK"
2235,591057,SOL_COMPUTED,51.57007143,0.127420543,30.1029,"1060 High Rd, Romford RM6 4BB, UK"
2235,594821,SOL_COMPUTED,51.57197492,0.138829469,25.4118,"The Pinnacle, 156-162 High Rd, Dagenham, Romford RM6 6PN, UK"
2235,594822,SOL_COMPUTED,51.57196409,0.138699145,24.8166,"154 High Rd, Dagenham, Romford RM6 6NT, UK"
2236,196,SOL_COMPUTED,51.56999141,0.127017506,18.1643,"4 Birchdale Gardens, Romford RM6 4DT, UK"
2236,197,SOL_COMPUTED,51.57004623,0.127263056,12.0692,"Chadwell Arms, 1149 High Rd, Romford RM6 4AT, UK"
2236,198,SOL_COMPUTED,51.57013472,0.127475534,15.6913,"1060 High Rd, Romford RM6 4BB, UK"
2236,368,SOL_COMPUTED,51.56569626,0.145747875,21.1952,"126 Whalebone Ln S, Dagenham RM8 1BA, UK"
2236,369,SOL_COMPUTED,51.56558842,0.145781366,20.1079,"126 Whalebone Ln S, Dagenham RM8 1BA, UK"
2236,372,SOL_COMPUTED,51.56524553,0.145896832,17.7767,"110 Whalebone Ln S, Dagenham RM8 1BA, UK"
2236,373,SOL_COMPUTED,51.56512912,0.145943254,16.9646,"104 Whalebone Ln S, Dagenham RM8 1BA, UK"
2236,877,SOL_COMPUTED,51.55695932,0.188916292,15.3059,"235 Upper Rainham Rd, Hornchurch RM12 4EY, UK"
2236,878,SOL_COMPUTED,51.55684267,0.188993658,16.1587,"235 Upper Rainham Rd, Hornchurch RM12 4EY, UK"
2236,1188,SOL_COMPUTED,51.53833215,0.165577393,2.3824,"12 Baynes Cres, Dagenham RM10 9AF, UK"
2236,1189,SOL_COMPUTED,51.53835456,0.165443565,1.6591,"Church Lane (Stop U), Dagenham RM10 9AF, UK"
2236,2370,SOL_COMPUTED,51.60078688,-0.016979451,12.2169,"Crooked Billet, London E17 5AQ, UK"
2236,2371,SOL_COMPUTED,51.60090957,-0.017068662,11.9882,"Crooked Billet, London E4 8SP, UK"
2236,9832,SOL_COMPUTED,51.63310083,-0.013460291,21.4773,"120 Mansfield Hill, London E4 7JS, UK"
2236,9833,SOL_COMPUTED,51.63291471,-0.01348299,23.9528,"Maida Avenue (Stop J), London E4 7JS, UK"
2236,9834,SOL_COMPUTED,51.63280166,-0.013528372,21.0026,"Maida Avenue (Stop J), London E4 7JS, UK"
2236,9835,SOL_COMPUTED,51.632689,-0.013557785,18.8487,"101 College Gardens, London E4 7JT, UK"
2236,14929,SOL_COMPUTED,51.57002432,0.127146537,18.6839,"4 Birchdale Gardens, Romford RM6 4DT, UK"
2236,14930,SOL_COMPUTED,51.57008745,0.127415062,16.3947,"1060 High Rd, Romford RM6 4BB, UK"
2236,16499,SOL_COMPUTED,51.60068083,-0.016905246,13.7572,"JX2M+76 London, UK"
2236,16500,SOL_COMPUTED,51.60073655,-0.016939281,11.6164,"Crooked Billet, London E17 5AQ, UK"
2236,17897,SOL_COMPUTED,51.5770826,0.121902837,24.1587,"222 Chadwell Heath Ln, Romford RM6 4YL, UK"
2236,17898,SOL_COMPUTED,51.57698406,0.121967238,21.3774,"Grove Road Little Heath, Romford RM6 4XH, UK"
2236,18256,SOL_COMPUTED,51.568518,0.118224107,28.9632,"2, 895 High Rd, Romford RM6 4HL, UK"
2236,18257,SOL_COMPUTED,51.56887053,0.117903237,-27.9109,"Trafalgar House, 891 High Rd, Romford RM6 4HR, UK"
2236,18260,INSUFFICIENT_OBS,51.56921576,0.117867509,-62.078,"30 Chadwell Ave, Romford RM6 4QH, UK"
2236,18261,SOL_COMPUTED,51.56922984,0.117856372,-47.1414,"34a Chadwell Ave, Romford RM6 4QH, UK"
2236,18262,SOL_COMPUTED,51.56920842,0.11782518,-37.3174,"30 Chadwell Ave, Romford RM6 4QH, UK"
